"","CountryName","CountryCode","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","E1_Income support","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","LegacyStringencyIndex","LegacyStringencyIndexForDisplay","Region","Population","Area (sq. mi.)","Pop. Density (per sq. mi.)","Coastline (coast/area ratio)","Net migration","Infant mortality (per 1000 births)","GDP ($ per capita)","Literacy (%)","Phones (per 1000)","Arable (%)","Crops (%)","Other (%)","Climate","Birthrate","Deathrate","Agriculture","Industry","Service"
"7021","Belize","BZ",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",287730,22966,"12,5","1,68","0",2569,4900,941,"115,7","2,85","1,71",9544,2,2884,572,"0,142","0,152","0,612"
"7022","Bermuda","BM",2020-02-17,0,0,0,NA,0,NA,0,3,NA,NA,0,NA,2,1,2,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,"NORTHERN AMERICA",65773,53,"1241,0","194,34","2,49",853,36000,980,"851,4","20","0",80,2,114,774,"0,01","0,1","0,89"
"7023","Bolivia","BO",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",8989046,1098580,"8,2","0,00","-1,32",5311,2400,872,"71,9","2,67","0,19",9714,15,233,753,"0,128","0,352","0,52"
"7024","Brazil","BR",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,"LATIN AMER. & CARIB",188078227,8511965,"22,1","0,09","-0,03",2961,7600,864,"225,3","6,96","0,9",9215,2,1656,617,"0,084","0,4","0,516"
"7025","Barbados","BB",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,2,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"LATIN AMER. & CARIB",279912,431,"649,5","22,51","-0,31",125,15700,974,"481,9","37,21","2,33",6046,2,1271,867,"0,06","0,16","0,78"
"7026","Brunei","BN",2020-02-17,0,0,0,NA,0,NA,0,3,0,0,0,0,2,0,0,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,"ASIA (EX. NEAR EAST)",379444,5770,"65,8","2,79","3,59",1261,18600,939,"237,2","0,57","0,76",9867,2,1879,345,"0,036","0,561","0,403"
"7027","Botswana","BW",2020-02-17,0,0,0,NA,0,NA,0,1,0,0,0,0,2,0,0,0,0,NA,NA,NA,13.89,13.89,17.14,17.14,"SUB-SAHARAN AFRICA",1639833,600370,"2,7","0,00","0",5458,9000,798,"80,5","0,65","0,01",9934,1,2308,295,"0,024","0,469","0,507"
"7028","Canada","CA",2020-02-17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,35,0,NA,8,0,2.78,2.78,2.86,2.86,"NORTHERN AMERICA",33098932,9984670,"3,3","2,02","5,96",475,29800,970,"552,2","4,96","0,02",9502,NA,1078,78,"0,022","0,294","0,684"
"7029","Switzerland","CH",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",7523934,41290,"182,2","0,00","4,05",439,32700,990,"680,9","10,42","0,61",8897,3,971,849,"0,015","0,34","0,645"
"7030","Chile","CL",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",16134219,756950,"21,3","0,85","0",88,9900,962,"213,0","2,65","0,42",9693,3,1523,581,"0,06","0,493","0,447"
"7031","China","CN",2020-02-17,3,3,2,4,2,NA,2,0,NA,NA,0,NA,1,2,2,0,0,NA,70618,1771,57.95,57.95,65,65,"ASIA (EX. NEAR EAST)",1313973713,9596960,"136,9","0,15","-0,4",2418,5000,909,"266,7","15,4","1,25",8335,15,1325,697,"0,125","0,473","0,403"
"7032","Cameroon","CM",2020-02-17,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",17340702,475440,"36,5","0,08","0",6826,1800,790,"5,7","12,81","2,58",8461,15,3389,1347,"0,448","0,17","0,382"
"7033","Democratic Republic of Congo","CD",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",3702314,342000,"10,8","0,05","-0,17",9386,700,838,"3,7","0,51","0,13",9936,2,4257,1293,"0,062","0,57","0,369"
"7034","Colombia","CO",2020-02-17,0,0,0,NA,0,NA,0,0,0,0,0,0,2,2,0,0,0,NA,NA,NA,7.94,7.94,9.52,9.52,"LATIN AMER. & CARIB",43593035,1138910,"38,3","0,28","-0,31",2097,6300,925,"176,2","2,42","1,67",9591,2,2048,558,"0,125","0,342","0,533"
"7035","Cape Verde","CV",2020-02-17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"SUB-SAHARAN AFRICA",420979,4033,"104,4","23,93","-12,07",4777,1400,766,"169,6","9,68","0,5",8982,3,2487,655,"0,121","0,219","0,66"
"7036","Costa Rica","CR",2020-02-17,0,0,0,NA,0,NA,0,0,0,0,0,0,2,1,2,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"LATIN AMER. & CARIB",4075261,51100,"79,8","2,52","0,51",995,9100,960,"340,7","4,41","5,88",8971,2,1832,436,"0,088","0,299","0,614"
"7037","Cuba","CU",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"LATIN AMER. & CARIB",11382820,110860,"102,7","3,37","-1,58",633,2900,970,"74,7","33,05","7,6",5935,2,1189,722,"0,055","0,261","0,684"
"7038","Cyprus","CY",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"NEAR EAST",784301,9250,"84,8","7,01","0,43",718,19200,976,NA,"7,79","4,44",8777,3,1256,768,"0,037","0,198","0,765"
"7039","Czech Republic","CZ",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"EASTERN EUROPE",10235455,78866,"129,8","0,00","0,97",393,15700,999,"314,3","39,8","3,05",5715,3,902,1059,"0,034","0,393","0,573"
"7040","Germany","DE",2020-02-17,0,0,0,0,0,NA,0,0,0,0,0,0,2,1,2,0,0,NA,15,0,7.94,7.94,9.52,9.52,"WESTERN EUROPE",82422299,357021,"230,9","0,67","2,18",416,27600,990,"667,9","33,85","0,59",6556,3,825,1062,"0,009","0,296","0,695"
"7041","Djibouti","DJ",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",486530,23000,"21,2","1,37","0",10413,1300,679,"22,8","0,04","0",9996,1,3953,1931,"0,179","0,225","0,596"
"7042","Dominica","DM",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",68910,754,"91,4","19,63","-13,87",1415,5400,940,"304,8","6,67","20",7333,2,1527,673,"0,177","0,328","0,495"
"7043","Denmark","DK",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",5450661,43094,"126,5","16,97","2,48",456,31100,1000,"614,6","54,02","0,19",4579,3,1113,1036,"0,018","0,246","0,735"
"7044","Dominican Republic","DO",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"LATIN AMER. & CARIB",9183984,48730,"188,5","2,64","-3,22",3238,6000,847,"97,4","22,65","10,33",6702,2,2322,573,"0,112","0,306","0,582"
"7045","Algeria","DZ",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"NORTHERN AFRICA",32930091,2381740,"13,8","0,04","-0,39",31,6000,700,"78,1","3,22","0,25",9653,1,1714,461,"0,101","0,6","0,298"
"7046","Ecuador","EC",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,0,0,0,0,NA,0,0,11.11,11.11,14.29,14.29,"LATIN AMER. & CARIB",13547510,283560,"47,8","0,79","-8,58",2366,3300,925,"125,6","5,85","4,93",8922,2,2229,423,"0,07","0,312","0,618"
"7047","Egypt","EG",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,2,0,0,NA,1,0,0,0,0,0,"NORTHERN AFRICA",78887007,1001450,"78,8","0,24","-0,22",3259,4000,577,"131,8","2,87","0,48",9665,1,2294,523,"0,149","0,357","0,493"
"7048","Spain","ES",2020-02-17,0,0,0,0,0,0,0,0,NA,0,0,NA,2,1,1,0,0,NA,2,0,11.11,11.11,14.29,14.29,"WESTERN EUROPE",40397842,504782,"80,0","0,98","0,99",442,22000,979,"453,5","26,07","9,87",6406,3,1006,972,"0,04","0,295","0,665"
"7049","Estonia","EE",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"BALTICS",1324333,45226,"29,3","8,39","-3,16",787,12300,998,"333,8","16,04","0,45",8351,3,1004,1325,"0,04","0,294","0,666"
"7050","Ethiopia","ET",2020-02-17,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",74777981,1127127,"66,3","0,00","0",9532,700,427,"8,2","10,71","0,75",8854,2,3798,1486,"0,475","0,099","0,426"
"7051","Finland","FI",2020-02-17,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,0,0,0,0,"WESTERN EUROPE",5231372,338145,"15,5","0,37","0,95",357,27400,1000,"405,3","7,19","0,03",9278,3,1045,986,"0,028","0,295","0,676"
"7052","France","FR",2020-02-17,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,12,1,13.5,13.5,15.24,15.24,"WESTERN EUROPE",60876136,547030,"111,3","0,63","0,66",426,27600,990,"586,4","33,53","2,07",644,4,1199,914,"0,022","0,214","0,764"
"7053","Gabon","GA",2020-02-17,0,0,0,0,0,0,0,3,0,0,0,0,1,NA,0,0,0,NA,NA,NA,15.47,15.47,18.1,18.1,"SUB-SAHARAN AFRICA",1424906,267667,"5,3","0,33","0",5364,5500,632,"27,4","1,26","0,66",9808,2,3616,1225,"0,061","0,592","0,348"
"7054","United Kingdom","GB",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,NA,2,1,2,0,0,NA,9,0,11.11,11.11,14.29,14.29,"WESTERN EUROPE",60609153,244820,"247,6","5,08","2,19",516,27700,990,"543,5","23,46","0,21",7633,3,1071,1013,"0,005","0,237","0,758"
"7055","Ghana","GH",2020-02-17,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,"SUB-SAHARAN AFRICA",22409572,239460,"93,6","0,23","-0,64",5143,2200,748,"14,4","16,26","9,67",7407,2,3052,972,"0,366","0,246","0,387"
"7056","Gambia","GM",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,1,0,0,0,0,NA,NA,NA,7.14,7.14,9.52,9.52,"SUB-SAHARAN AFRICA",1641564,11300,"145,3","0,71","1,57",7202,1700,401,"26,8","25","0,5",745,2,3937,1225,"0,308","0,142","0,549"
"7057","Greece","GR",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",10688058,131940,"81,0","10,37","2,35",553,20000,975,"589,7","21,1","8,78",7012,3,968,1024,"0,054","0,213","0,733"
"7058","Greenland","GL",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"NORTHERN AMERICA",56361,2166086,"0,0","2,04","-8,37",1582,20000,NA,"448,9","0","0",100,1,1593,784,NA,NA,NA
"7059","Guatemala","GT",2020-02-17,0,0,0,0,0,NA,0,2,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,16.67,16.67,20,20,"LATIN AMER. & CARIB",12293545,108890,"112,9","0,37","-1,67",3593,4100,706,"92,1","12,54","5,03",8243,2,2988,52,"0,227","0,188","0,585"
"7060","Guam","GU",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"OCEANIA",171019,541,"316,1","23,20","0",694,21000,990,"492,0","9,09","16,36",7455,2,1879,448,NA,NA,NA
"7061","Guyana","GY",2020-02-17,0,0,0,NA,0,NA,0,1,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,2.78,2.78,2.86,2.86,"LATIN AMER. & CARIB",767245,214970,"3,6","0,21","-2,07",3326,4000,988,"143,5","2,44","0,15",9741,2,1828,828,"0,37","0,203","0,427"
"7062","Hong Kong","HK",2020-02-17,3,2,2,0,0,1,0,3,0,0,0,0,2,1,2,0,0,NA,60,1,55.95,55.95,69.29,69.29,"ASIA (EX. NEAR EAST)",6940432,1092,"6355,7","67,12","5,24",297,28800,935,"546,7","5,05","1,01",9394,2,729,629,"0,001","0,092","0,906"
"7063","Honduras","HN",2020-02-17,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",7326496,112090,"65,4","0,73","-1,99",2932,2600,762,"67,5","9,55","3,22",8723,2,2824,528,"0,139","0,312","0,549"
"7064","Croatia","HR",2020-02-17,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,2,1,NA,0,0,NA,0,0,13.89,13.89,17.14,17.14,"EASTERN EUROPE",4494749,56542,"79,5","10,32","1,58",684,10600,985,"420,4","26,09","2,27",7165,NA,961,1148,"0,07","0,308","0,622"
"7065","Hungary","HU",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"EASTERN EUROPE",9981334,93030,"107,3","0,00","0,86",857,13900,994,"336,2","50,09","2,06",4785,3,972,1311,"0,037","0,312","0,651"
"7066","Indonesia","ID",2020-02-17,3,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,NA,0,0,27.38,27.38,33.57,33.57,"ASIA (EX. NEAR EAST)",245452739,1919440,"127,9","2,85","0",356,3200,879,"52,0","11,32","7,23",8145,2,2034,625,"0,134","0,458","0,408"
"7067","India","IN",2020-02-17,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,NA,3,0,5.42,5.42,6.43,6.43,"ASIA (EX. NEAR EAST)",1095351995,3287590,"333,2","0,21","-0,07",5629,2900,595,"45,4","54,4","2,74",4286,25,2201,818,"0,186","0,276","0,538"
"7068","Ireland","IE",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,7.14,7.14,9.52,9.52,"WESTERN EUROPE",4062235,70280,"57,8","2,06","4,99",539,29600,980,"500,5","15,2","0,03",8477,3,1445,782,"0,05","0,46","0,49"
"7069","Iran","IR",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,"ASIA (EX. NEAR EAST)",68688433,1648000,"41,7","0,15","-0,84",4158,7000,794,"276,4","8,72","1,39",8989,1,17,555,"0,116","0,424","0,46"
"7070","Iraq","IQ",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"NEAR EAST",26783383,437072,"61,3","0,01","0",5025,1500,404,"38,6","13,15","0,78",8607,1,3198,537,"0,073","0,666","0,261"
"7071","Iceland","IS",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,0,0,0,NA,NA,0,0,11.11,11.11,14.29,14.29,"WESTERN EUROPE",299388,103000,"2,9","4,83","2,38",331,30900,999,"647,7","0,07","0",9993,3,1364,672,"0,086","0,15","0,765"
"7072","Israel","IL",2020-02-17,0,0,0,0,0,NA,0,3,0,0,0,0,2,1,0,0,1,NA,0,0,19.44,19.44,22.86,22.86,"NEAR EAST",6352117,20770,"305,8","1,31","0,68",703,19800,954,"462,3","16,39","4,17",7944,3,1797,618,"0,026","0,317","0,657"
"7073","Italy","IT",2020-02-17,0,0,0,0,0,0,0,3,0,0,0,NA,2,1,2,0,0,NA,3,0,19.44,19.44,22.86,22.86,"WESTERN EUROPE",58133509,301230,"193,0","2,52","2,07",594,26700,986,"430,9","27,79","9,53",6268,NA,872,104,"0,021","0,291","0,688"
"7074","Jamaica","JM",2020-02-17,0,0,0,0,0,0,0,3,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,19.44,19.44,22.86,22.86,"LATIN AMER. & CARIB",2758124,10991,"250,9","9,30","-4,92",1236,3900,879,"124,0","16,07","10,16",7377,2,2082,652,"0,049","0,337","0,615"
"7075","Jordan","JO",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,"NEAR EAST",5906760,92300,"64,0","0,03","6,59",1735,4300,913,"104,5","2,67","1,83",955,1,2125,265,"0,033","0,287","0,68"
"7076","Japan","JP",2020-02-17,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,NA,59,1,13.89,13.89,17.14,17.14,"ASIA (EX. NEAR EAST)",127463611,377835,"337,4","7,87","0",326,28200,990,"461,2","12,19","0,96",8685,3,937,916,"0,017","0,258","0,725"
"7077","Kazakhstan","KZ",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,0,0,0,"C.W. OF IND. STATES",15233244,2717300,"5,6","0,00","-3,35",2921,6300,984,"164,1","7,98","0,05",9197,4,16,942,"0,067","0,386","0,547"
"7078","Kenya","KE",2020-02-17,0,0,0,NA,0,NA,0,1,0,0,0,NA,0,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,"SUB-SAHARAN AFRICA",34707817,582650,"59,6","0,09","-0,1",6147,1000,851,"8,1","8,08","0,98",9094,15,3972,1402,"0,163","0,188","0,651"
"7079","Kyrgyz Republic","KG",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7080","South Korea","KR",2020-02-17,3,0,1,0,0,0,0,3,0,1,0,0,2,3,2,0,0,NA,30,0,31.35,31.35,38.33,38.33,"ASIA (EX. NEAR EAST)",48846823,98480,"496,0","2,45","0",705,17800,979,"486,1","17,18","1,95",8087,3,10,585,"0,033","0,403","0,563"
"7081","Kuwait","KW",2020-02-17,0,0,0,0,0,0,0,0,0,0,NA,NA,2,0,0,0,0,NA,0,0,11.11,11.11,14.29,14.29,"NEAR EAST",2418393,17820,"135,7","2,80","14,18",995,19000,835,"211,0","0,73","0,11",9916,1,2194,241,"0,004","0,479","0,516"
"7082","Laos","LA",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,"ASIA (EX. NEAR EAST)",6368481,236800,"26,9","0,00","0",8522,1700,664,"14,1","3,8","0,35",9585,2,3549,1155,"0,455","0,287","0,258"
"7083","Lebanon","LB",2020-02-17,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,0,1,0,0,0,NA,0,0,2.78,2.78,2.86,2.86,"NEAR EAST",3874050,10400,"372,5","2,16","0",2452,4800,874,"255,6","16,62","13,98",694,NA,1852,621,"0,12","0,21","0,67"
"7084","Libya","LY",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"NORTHERN AFRICA",5900754,1759540,"3,4","0,10","0",246,6400,826,"127,1","1,03","0,19",9878,NA,2649,348,"0,076","0,499","0,425"
"7085","Sri Lanka","LK",2020-02-17,0,0,0,NA,0,NA,1,1,NA,NA,0,NA,2,1,2,0,0,NA,1,0,21.03,21.03,26.67,26.67,"ASIA (EX. NEAR EAST)",20222240,65610,"308,2","2,04","-1,31",1435,3700,923,"61,5","13,86","15,7",7044,2,1551,652,"0,178","0,276","0,545"
"7086","Lesotho","LS",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",2022331,30355,"66,6","0,00","-0,74",8423,3000,848,"23,7","10,87","0,13",89,3,2475,2871,"0,163","0,443","0,394"
"7087","Luxembourg","LU",2020-02-17,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",474413,2586,"183,5","0,00","8,97",481,55100,1000,"515,4","23,28","0,4",7632,NA,1194,841,"0,01","0,13","0,86"
"7088","Macao","MO",2020-02-17,3,2,2,0,1,0,0,2,NA,NA,0,NA,2,1,2,0,0,NA,10,0,54.49,54.49,68.81,68.81,"ASIA (EX. NEAR EAST)",453125,28,"16183,0","146,43","4,86",439,19400,945,"384,9","0","0",100,2,848,447,"0,001","0,072","0,927"
"7089","Morocco","MA",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"NORTHERN AFRICA",33241259,446550,"74,4","0,41","-0,98",4162,4000,517,"40,4","19,61","2,17",7822,NA,2198,558,"0,217","0,357","0,426"
"7090","Moldova","MD",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"C.W. OF IND. STATES",4466706,33843,"132,0","0,00","-0,26",4042,1800,991,"208,1","55,3","10,79",3391,NA,157,1264,"0,213","0,233","0,555"
"7091","Madagascar","MG",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",18595469,587040,"31,7","0,82","0",7683,800,689,"3,6","5,07","1,03",9391,2,4141,1111,"0,276","0,165","0,559"
"7092","Mexico","MX",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"LATIN AMER. & CARIB",107449525,1972550,"54,5","0,47","-4,87",2091,9000,922,"181,6","12,99","1,31",857,15,2069,474,"0,038","0,259","0,702"
"7093","Mali","ML",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",11716829,1240000,"9,5","0,00","-0,33",11679,900,464,"6,4","3,82","0,03",9615,2,4982,1689,"0,45","0,17","0,38"
"7094","Myanmar","MM",2020-02-17,0,0,0,0,0,0,0,1,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,13.89,13.89,17.14,17.14,"ASIA (EX. NEAR EAST)",47382633,678500,"69,8","0,28","-1,8",6724,1800,853,"10,1","15,19","0,97",8384,2,1791,983,"0,564","0,082","0,353"
"7095","Mongolia","MN",2020-02-17,3,2,2,0,0,0,0,3,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,50.13,50.13,62.14,62.14,"ASIA (EX. NEAR EAST)",2832224,1564116,"1,8","0,00","0",5379,1800,978,"55,1","0,77","0",9923,1,2159,695,"0,206","0,214","0,58"
"7096","Mozambique","MZ",2020-02-17,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",19686505,801590,"24,6","0,31","0",13079,1200,478,"3,5","5,1","0,3",946,2,3518,2135,"0,262","0,348","0,39"
"7097","Mauritania","MR",2020-02-17,0,0,0,0,0,0,0,2,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,5.56,5.56,5.71,5.71,"SUB-SAHARAN AFRICA",3177388,1030700,"3,1","0,07","0",7089,1800,417,"12,9","0,48","0,01",9951,1,4099,1216,"0,25","0,29","0,46"
"7098","Mauritius","MU",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",1240827,2040,"608,3","8,68","-0,9",1503,11400,856,"289,3","49,26","2,96",4778,2,1543,686,"0,059","0,298","0,643"
"7099","Malawi","MW",2020-02-17,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",13013926,118480,"109,8","0,00","0",10332,600,627,"7,9","23,38","1,49",7513,2,4313,1933,"0,342","0,158","0,499"
"7100","Malaysia","MY",2020-02-17,0,0,0,0,0,0,0,3,0,0,0,0,2,1,NA,0,0,NA,22,0,19.44,19.44,22.86,22.86,"ASIA (EX. NEAR EAST)",24385858,329750,"74,0","1,42","0",177,9000,887,"179,0","5,48","17,61",7691,2,2286,505,"0,084","0,48","0,436"
"7101","Namibia","NA",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",2044147,825418,"2,5","0,19","0",4898,7200,840,"62,6","0,99","0",9901,1,2432,1886,"0,097","0,315","0,588"
"7102","Niger","NE",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",12525094,1267000,"9,9","0,00","-0,67",12169,800,176,"1,9","3,54","0,01",9645,1,5073,2091,"0,39","0,17","0,44"
"7103","Nigeria","NG",2020-02-17,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,NA,0,0,13.89,13.89,17.14,17.14,"SUB-SAHARAN AFRICA",131859731,923768,"142,7","0,09","0,26",988,900,680,"9,3","31,29","2,96",6575,15,4043,1694,"0,269","0,487","0,244"
"7104","Nicaragua","NI",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",5570129,129494,"43,0","0,70","-1,22",2911,2300,675,"39,7","15,94","1,94",8212,2,2451,445,"0,165","0,275","0,56"
"7105","Netherlands","NL",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",16491461,41526,"397,1","1,09","2,91",504,28600,990,"460,8","26,71","0,97",7232,3,109,868,"0,021","0,244","0,736"
"7106","Norway","NO",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,11.11,11.11,14.29,14.29,"WESTERN EUROPE",4610820,323802,"14,2","7,77","1,74",37,37800,1000,"461,7","2,87","0",9713,3,1146,94,"0,021","0,415","0,564"
"7107","New Zealand","NZ",2020-02-17,0,0,0,0,0,0,0,3,0,0,0,0,1,NA,0,0,0,NA,0,0,15.47,15.47,18.1,18.1,"OCEANIA",4076140,268680,"15,2","5,63","4,05",585,21600,990,"441,7","5,6","6,99",8741,3,1376,753,"0,043","0,273","0,684"
