"region","parameter","subregion","value_effect"
"NORTHERN AMERICA","so2","nevada",58.1925085253403
"NORTHERN AMERICA","so2","new hampshire",64.975705964928
"NORTHERN AMERICA","so2","new mexico",57.6130729979034
"NORTHERN AMERICA","so2","north carolina",56.5786400660898
"NORTHERN AMERICA","so2","ohio",59.9216160303566
"NORTHERN AMERICA","so2","oklahoma",54.1372117103539
"NORTHERN AMERICA","so2","pennsylvania",66.3261742189128
"NORTHERN AMERICA","so2","south carolina",55.5075018498256
"NORTHERN AMERICA","so2","tennessee",55.0929225087506
"NORTHERN AMERICA","so2","utah",57.2562624865664
"NORTHERN AMERICA","so2","virginia",59.9238792308953
"NORTHERN AMERICA","so2","west virginia",58.008453800154
"NORTHERN AMERICA","so2","wisconsin",62.3078614554427
"NORTHERN AMERICA","so2","wyoming",56.4104748971924
"LATIN AMER. & CARIB","co","antofagasta",140.369695476277
"LATIN AMER. & CARIB","co","araucania",145.955116722296
"LATIN AMER. & CARIB","co","bio bio",140.103198733301
"LATIN AMER. & CARIB","co","cl",142.246815766774
"LATIN AMER. & CARIB","co","los r<ed>os",142.361439737306
"LATIN AMER. & CARIB","co","santiago metropolitan region",142.355724776128
"LATIN AMER. & CARIB","co","valpara<ed>so",140.789423100074
"LATIN AMER. & CARIB","co","antioquia",162.719311784244
"LATIN AMER. & CARIB","no2","antofagasta",55.2762181239176
"LATIN AMER. & CARIB","no2","atacama",57.288052149258
"LATIN AMER. & CARIB","no2","bio bio",55.1944983187987
"LATIN AMER. & CARIB","no2","cl",57.338115352272
"LATIN AMER. & CARIB","no2","santiago metropolitan region",57.4470243616263
"LATIN AMER. & CARIB","no2","valpara<ed>so",55.8807226855723
"LATIN AMER. & CARIB","no2","antioquia",78.5712758987713
"LATIN AMER. & CARIB","o3","antofagasta",49.1289563802404
"LATIN AMER. & CARIB","o3","atacama",50.9560134677233
"LATIN AMER. & CARIB","o3","ays<e9>n",53.3629421486336
"LATIN AMER. & CARIB","o3","bio bio",48.862459637264
"LATIN AMER. & CARIB","o3","cl",51.0060766707373
"LATIN AMER. & CARIB","o3","santiago metropolitan region",51.1149856800916
"LATIN AMER. & CARIB","o3","valpara<ed>so",49.5486840040375
"LATIN AMER. & CARIB","o3","antioquia",72.2392372172366
"LATIN AMER. & CARIB","pm10","<f1>uble",56.3402424890178
"LATIN AMER. & CARIB","pm10","antofagasta",51.0359335946607
"LATIN AMER. & CARIB","pm10","araucania",56.6213548406796
"LATIN AMER. & CARIB","pm10","atacama",52.8629906821436
"LATIN AMER. & CARIB","pm10","ays<e9>n",55.2699193630539
"LATIN AMER. & CARIB","pm10","bio bio",50.7694368516843
"LATIN AMER. & CARIB","pm10","cl",52.9130538851576
"LATIN AMER. & CARIB","pm10","coquimbo",52.7220686416512
"LATIN AMER. & CARIB","pm10","los lagos",52.2668469809258
"LATIN AMER. & CARIB","pm10","los r<ed>os",53.0276778556891
"LATIN AMER. & CARIB","pm10","maule",51.9300210341224
"LATIN AMER. & CARIB","pm10","santiago metropolitan region",53.0219628945119
"LATIN AMER. & CARIB","pm10","valpara<ed>so",51.4556612184579
"LATIN AMER. & CARIB","pm10","antioquia",74.146214431657
"LATIN AMER. & CARIB","pm25","<f1>uble",69.687480728555
"LATIN AMER. & CARIB","pm25","antofagasta",64.383171834198
"LATIN AMER. & CARIB","pm25","araucania",69.9685930802169
"LATIN AMER. & CARIB","pm25","atacama",66.2102289216809
"LATIN AMER. & CARIB","pm25","ays<e9>n",68.6171576025912
"LATIN AMER. & CARIB","pm25","bio bio",64.1166750912216
"LATIN AMER. & CARIB","pm25","cl",66.2602921246949
"LATIN AMER. & CARIB","pm25","coquimbo",66.0693068811884
"LATIN AMER. & CARIB","pm25","los lagos",65.6140852204631
"LATIN AMER. & CARIB","pm25","los r<ed>os",66.3749160952264
"LATIN AMER. & CARIB","pm25","magallanes and chilean antarctica",70.3008155288929
"LATIN AMER. & CARIB","pm25","maule",65.2772592736596
"LATIN AMER. & CARIB","pm25","santiago metropolitan region",66.3692011340492
"LATIN AMER. & CARIB","pm25","valpara<ed>so",64.8028994579951
"LATIN AMER. & CARIB","pm25","antioquia",87.4934526711942
"LATIN AMER. & CARIB","pm25","bogota",86.4067300330364
"LATIN AMER. & CARIB","pm25","cr",74.790592458399
"LATIN AMER. & CARIB","so2","antofagasta",51.8666762429766
"LATIN AMER. & CARIB","so2","atacama",53.6937333304594
"LATIN AMER. & CARIB","so2","ays<e9>n",56.1006620113697
"LATIN AMER. & CARIB","so2","bio bio",51.6001795000001
"LATIN AMER. & CARIB","so2","cl",53.7437965334734
"LATIN AMER. & CARIB","so2","los r<ed>os",53.8584205040049
"LATIN AMER. & CARIB","so2","santiago metropolitan region",53.8527055428277
"LATIN AMER. & CARIB","so2","valpara<ed>so",52.2864038667737
"LATIN AMER. & CARIB","so2","antioquia",74.9769570799728
